"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","x","y","r"
"1",NA,NA,9.29620462977582,NA,39.1633246696754,NA,23.1762593204417,NA,7.52140549276773,11.9171901465604,NA,NA,NA,-10,15,18.0277563773199
"2",NA,NA,11.2507276899828,NA,21.1584764275211,NA,19.5388093809248,NA,7.64273529561184,11.1043247933153,NA,NA,NA,-9.59183673469388,15.1452674059333,17.9271430167288
"3",NA,NA,13.5982126876357,NA,29.2836411522657,NA,21.6867986260241,NA,-0.782196138431111,13.0433339190826,NA,NA,NA,-9.18367346938776,15.2914939830322,17.8373105210804
"4",NA,NA,14.5945135518076,NA,34.7165636057148,NA,9.65822576258136,NA,8.1325622776765,5.80658500736703,NA,NA,NA,-8.77551020408163,15.4378297453214,17.7577072446718
"5",NA,NA,12.2062564124855,NA,NA,NA,18.0532527023171,NA,8.23407023529406,10.6809746410567,NA,NA,NA,-8.36734693877551,15.5834247068257,17.687725133186
"6",NA,NA,10.5576699140705,NA,NA,NA,16.9953764931284,NA,10.2992968769448,6.42242900466337,NA,NA,NA,-7.95918367346939,15.7274288815698,17.6267020163404
"7",NA,NA,12.5915664536069,NA,NA,NA,9.75669661635591,NA,9.09057368215994,4.66446989729864,NA,NA,NA,-7.55102040816327,15.8689922835785,17.5739245844738
"8",NA,NA,10.0114571318549,NA,NA,NA,10.7945690525717,NA,8.21293454748285,13.922956167147,NA,NA,NA,-7.14285714285714,16.0072649268767,17.5286319660857
"9",23.3675130660029,NA,16.9956443180573,NA,NA,NA,16.1212304279335,NA,5.8935440885755,7.73023315714209,NA,NA,NA,-6.73469387755102,16.141396825489,17.490019814232
"10",18.9047207829418,NA,13.3029802026466,NA,NA,NA,18.7670563426052,NA,6.15109347032085,11.3670011142439,NA,NA,NA,-6.3265306122449,16.2705379934402,17.4572448050559
"11",15.7903830087904,NA,19.0837690357766,NA,NA,NA,8.83006567196108,NA,5.92480037466679,10.1732203203492,NA,NA,NA,-5.91836734693878,16.3938384447551,17.4294294515352
"12",22.1676174268504,NA,15.0198190484588,NA,NA,NA,11.9645903681533,NA,0.487800843503437,11.8172109971785,NA,NA,NA,-5.51020408163265,16.5104481934585,17.4056671394726
"13",17.8844287702156,NA,16.3685171696825,NA,NA,NA,16.1018828519156,NA,10.1375173718448,12.3124488792304,NA,NA,NA,-5.10204081632653,16.6195172535751,17.3850273003335
"14",15.354747642969,NA,16.317747429701,NA,NA,NA,14.2388697688635,NA,8.28896802938045,10.4488939293649,NA,NA,NA,-4.69387755102041,16.7201956391297,17.3665606461022
"15",17.8919239063635,NA,28.8789110412547,NA,NA,NA,14.1350562801683,NA,5.67106999747971,11.4924702652876,NA,NA,NA,-4.28571428571429,16.8116333641471,17.3493044041909
"16",10.9284686061447,NA,24.839194547562,NA,NA,NA,10.2915818703396,NA,11.069520512954,6.93829822962912,NA,NA,NA,-3.87755102040816,16.892980442652,17.3322875048763
"17",11.4341833270109,NA,25.2249364315895,NA,NA,NA,9.54277138295909,NA,8.74091692981083,7.02100048066581,NA,NA,NA,-3.46938775510204,16.9633868886692,17.3145356891233
"18",13.6508224368889,NA,26.5541615242213,NA,NA,NA,12.5346592814181,NA,9.5836586031484,11.8535673400152,NA,NA,NA,-3.06122448979592,17.0220027162235,17.2950765204449
"19",11.2798827372009,NA,NA,NA,NA,NA,8.31087001137334,NA,8.66016110975739,6.98583979593141,NA,NA,NA,-2.6530612244898,17.0679779393396,17.272944300225
"20",15.1325963200861,NA,NA,NA,NA,NA,11.8228426417987,NA,8.14554751868909,9.50264848286025,NA,NA,NA,-2.24489795918367,17.1004625720424,17.2471849014547
"21",6.46520515904449,NA,NA,NA,NA,NA,14.3162982400104,NA,9.44542062308682,9.66422968921466,NA,NA,NA,-1.83673469387755,17.1186066283565,17.2168605509862
"22",10.8211138726091,NA,NA,NA,NA,NA,9.38705065277686,18.8437781823288,10.1349363652689,9.20815597474764,NA,NA,NA,-1.42857142857143,17.1215601223068,17.1810546052417
"23",12.4900941256708,NA,NA,NA,NA,NA,9.06820648571309,12.925249309034,7.8223869499383,7.56109706125203,NA,NA,NA,-1.02040816326531,17.108473067918,17.1388763790201
"24",14.8464132018555,NA,NA,NA,NA,NA,9.39875750399961,18.0253331864152,9.57670839548202,5.64255824538111,NA,NA,NA,-0.612244897959183,17.0784954792148,17.089466101919
"25",12.610588747832,NA,NA,NA,NA,NA,9.22749763349028,9.57620090231325,13.5695087515699,9.77552347790188,NA,NA,NA,-0.204081632653061,17.0307773702222,17.0320000923808
"26",10.6866746117452,NA,NA,NA,NA,NA,9.61433313835113,19.4902912646436,7.8616826749696,6.27812201484715,NA,NA,NA,0.204081632653061,16.9644283719928,16.9656558759531
"27",7.88875315257083,NA,NA,NA,NA,NA,9.24394210332848,13.9475031865541,14.0730190447354,5.459740587152,NA,NA,NA,0.612244897959183,16.8776293072262,16.8887304095725
"28",11.7590885963914,NA,NA,NA,NA,NA,10.8304226939751,9.14950387752232,14.930184897584,8.65253118396833,NA,NA,NA,1.02040816326531,16.767632190268,16.7986523890392
"29",15.7001488026828,NA,NA,NA,NA,NA,13.0517666657032,9.99643068359021,11.9416398356796,8.1488776865774,NA,NA,NA,1.42857142857143,16.6316486524924,16.6928893013307
"30",9.31420178589958,NA,NA,NA,NA,NA,12.0576550796837,7.33611177108788,NA,9.4528026915333,NA,NA,NA,1.83673469387755,16.466890325273,16.5690093644812
"31",11.9969719127243,NA,NA,NA,NA,NA,8.10212793347122,9.07682161687907,NA,10.826807037776,NA,NA,NA,2.24489795918367,16.2705688399841,16.4247063055571
"32",9.98729482136469,NA,NA,NA,NA,NA,11.242748168064,3.60086242241448,NA,6.86938368820026,NA,NA,NA,2.6530612244898,16.0398958279993,16.2578286383502
"33",13.9775621455471,NA,NA,NA,NA,NA,10.785282542343,7.58004792054821,NA,7.29201416498564,NA,NA,NA,3.06122448979592,15.7720829206928,16.0664151270324
"34",15.1000275478173,NA,NA,NA,NA,NA,9.20698250607059,7.2051877915435,NA,10.1267573446603,NA,NA,NA,3.46938775510204,15.4643417494384,15.8487386608107
"35",11.2968603845456,NA,NA,NA,NA,NA,12.8586770764329,6.71230191790821,NA,10.1643622815586,NA,NA,NA,3.87755102040816,15.11388394561,15.6033614915901
"36",11.9254557446223,NA,NA,NA,NA,NA,9.57833218704259,6.1248243992185,NA,7.17484266611292,NA,NA,21.2177815183809,4.28571428571429,14.719393342205,15.3306192732493
"37",8.84816630088418,NA,NA,NA,NA,NA,3.19610062534707,5.3984052652741,NA,12.5027181663777,NA,NA,18.7750581541409,4.69387755102041,14.2947522152179,15.0456780292033
"38",7.4187149472902,NA,NA,NA,NA,NA,4.29447706453822,5.84883544451333,NA,8.25666852060179,NA,NA,11.3581013884137,5.10204081632653,13.8628091065069,14.7718751962949
"39",9.62199196235077,NA,NA,NA,NA,NA,9.67916853424177,5.90157699718923,NA,11.9013282715947,NA,NA,14.1867444028917,5.51020408163265,13.4465284455211,14.5317403038125
"40",5.76669236269181,NA,NA,NA,NA,NA,7.95635226232393,6.17835378841807,NA,6.37381435038095,NA,NA,12.4526610291045,5.91836734693878,13.0688746617098,14.3465172420623
"41",9.67773865311661,NA,NA,NA,NA,NA,11.7528035500796,6.56982590303864,NA,NA,NA,NA,10.9854079408616,6.3265306122449,12.7520130673941,14.2351265136163
"42",8.36909117406828,NA,NA,NA,NA,NA,9.44109996774896,7.52869866143327,NA,NA,NA,NA,16.7983928451852,6.73469387755102,12.51220299987,14.209550504301
"43",13.4160124614279,NA,NA,NA,NA,NA,7.02229506587587,5.98572026266954,NA,NA,NA,NA,6.62477499074005,7.14285714285714,12.3630567209462,14.2781504281402
"44",11.2873555927867,NA,NA,NA,NA,NA,11.7683064599175,4.38175742266641,NA,NA,NA,NA,8.40236366249974,7.55102040816326,12.3181740062265,14.4483673836241
"45",12.1754398799326,NA,NA,NA,NA,NA,14.8829011100583,9.79577989104719,NA,NA,NA,NA,11.682122867733,7.95918367346939,12.3911546313144,14.7271625863629
"46",11.3786010972239,NA,NA,NA,NA,NA,14.1077418586774,5.78931176231056,NA,NA,NA,NA,4.58751174965037,8.36734693877551,12.5955983718139,15.1215605391069
"47",10.3456315424126,NA,NA,NA,NA,NA,14.1966447373803,10.035087599177,NA,NA,NA,NA,3.03076847796091,8.77551020408163,12.9451050033284,15.6392238582718
"48",15.4187449780759,NA,NA,NA,NA,NA,13.6756701398211,8.73873771912649,NA,NA,NA,NA,12.3508921978814,9.18367346938776,13.4532743014618,16.2889670581873
"49",15.2123892893902,NA,NA,NA,NA,NA,13.9272438924114,9.45325805545247,NA,NA,NA,NA,11.3263790473627,9.59183673469388,14.1337060418178,17.0811293075587
"50",13.9656579893407,NA,NA,NA,NA,NA,15.6691642053485,9.53604470329103,NA,NA,NA,NA,10.6521985220585,10,15,18.0277563773199
