"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","x","y","r"
"1",NA,NA,6.0017323987482,NA,7.72123429258144,NA,NA,NA,NA,29.3077153905523,21.3933794865068,NA,NA,-10,5,11.1803398874989
"2",NA,NA,4.24328570253622,13.2961167681232,4.84226078651397,NA,NA,NA,NA,NA,15.2221651733183,NA,NA,-9.59183673469388,3.66819417649045,10.2693222980614
"3",NA,NA,7.03899285903376,7.29936107744435,6.61884685456857,NA,NA,NA,NA,NA,8.84143222634016,NA,NA,-9.18367346938776,2.57811838203073,9.53868716250309
"4",NA,NA,NA,3.20307916458756,4.49325574238764,NA,NA,NA,NA,NA,15.3017239741779,NA,NA,-8.77551020408163,1.71390621174985,8.94131164005682
"5",NA,NA,NA,3.4791883882241,3.38282170436625,NA,NA,NA,NA,NA,8.25556301239785,NA,NA,-8.36734693877551,1.05969126077683,8.43418285087552
"6",NA,NA,NA,0.756211002075274,5.77444422292758,NA,NA,NA,NA,NA,9.55429107250617,NA,NA,-7.95918367346939,0.599607124240679,7.98173749577508
"7",NA,NA,NA,1.7725586389734,8.99974617788148,NA,NA,NA,NA,NA,12.7214790285585,NA,NA,-7.55102040816327,0.317787397270409,7.55770454796706
"8",NA,NA,NA,2.14485017421755,6.37073525578803,NA,NA,NA,NA,NA,3.6396428070122,NA,NA,-7.14285714285714,0.198365674995037,7.14561103785264
"9",NA,NA,NA,0.931200664542483,4.09914851892105,NA,NA,NA,NA,NA,10.688693254623,NA,NA,-6.73469387755102,0.225475552543576,6.7384672477588
"10",NA,NA,NA,3.65457312557481,2.47116432034361,NA,NA,NA,NA,NA,10.0255052939508,NA,NA,-6.3265306122449,0.383250625045039,6.33812832224697
"11",NA,NA,NA,1.2853669188696,5.87370866429009,NA,NA,NA,NA,NA,7.11004188616898,NA,NA,-5.91836734693878,0.655824487628441,5.95459300136325
"12",NA,NA,NA,-0.433482884809535,1.4081021808957,NA,NA,NA,NA,NA,10.1964255996608,NA,NA,-5.51020408163265,1.02733073542279,5.60515454391629
"13",NA,0.761297868559179,NA,-1.39539730453157,6.72625400192696,NA,NA,NA,NA,NA,7.18129016859847,NA,NA,-5.10204081632653,1.48190296355711,5.31289533915936
"14",NA,0.492291269123791,NA,NA,5.15013596089254,NA,NA,NA,NA,NA,4.19483614351509,NA,NA,-4.69387755102041,2.00367476716041,5.10364566134138
"15",NA,0.985052307303861,NA,NA,4.71100067474129,NA,NA,NA,NA,NA,8.91742656370845,NA,NA,-4.28571428571429,2.5767797413617,5.00071402644338
"16",-1.11895395653491,NA,NA,NA,0.864943190545943,NA,NA,NA,NA,NA,6.22084904005315,NA,NA,-3.87755102040816,3.18533133640874,5.01814085479631
"17",0.982682160515389,NA,NA,NA,2.39946366156406,NA,NA,NA,NA,NA,5.87604459290495,NA,NA,-3.46938775510204,3.81188438562458,5.15432963290285
"18",0.86734135126708,NA,NA,NA,4.9824691818235,NA,NA,NA,NA,NA,5.79031687596554,NA,NA,-3.06122448979592,4.4363517584595,5.39001969400047
"19",1.33539651495817,NA,NA,NA,9.26356450582398,NA,4.42164593809761,NA,NA,NA,6.03729985275154,NA,NA,-2.6530612244898,5.038390409761,5.69421739855996
"20",2.21383539240404,NA,NA,NA,8.73662240663653,NA,6.41499164247197,NA,NA,NA,2.87022569302871,NA,NA,-2.24489795918367,5.59765729437661,6.0310309261713
"21",1.81006188466336,NA,NA,NA,NA,NA,1.94556114700426,NA,NA,5.2326171887806,8.16091269595011,NA,NA,-1.83673469387755,6.09380936715382,6.36459794008271
"22",3.08971686938404,NA,NA,NA,NA,NA,4.90791094299484,NA,NA,14.4258905590336,6.68744724696925,NA,NA,-1.42857142857143,6.50650358294015,6.66148671103858
"23",4.44428920141597,NA,NA,NA,NA,NA,2.47271603113191,NA,NA,4.42136880334476,9.93895668811745,NA,NA,-1.02040816326531,6.8153968965831,6.89136181589772
"24",2.424497668295,NA,NA,NA,NA,NA,7.07287338872615,NA,0.202572962775194,5.46728023804518,3.49395403255225,NA,NA,-0.612244897959183,7.00014626293019,7.02686925433315
"25",5.60881492160326,NA,NA,NA,NA,NA,4.65480690381634,NA,0.334085596513012,10.5231781969461,7.30934284552538,NA,NA,-0.204081632653061,7.04040863682892,7.04336589183904
"26",4.33924946311492,NA,NA,NA,NA,NA,2.88351360140633,NA,NA,5.27067932563785,7.90780602020935,NA,NA,0.204081632653061,6.9170160912007,6.92002607789275
"27",4.11048588940986,NA,NA,NA,NA,NA,2.96602988058382,NA,NA,5.533746974023,1.99168658793539,NA,NA,0.612244897959183,6.63782841466652,6.66600404122524
"28",6.24972611354886,NA,NA,NA,NA,NA,0.524944422712569,NA,NA,NA,1.91688368919407,NA,NA,1.02040816326531,6.23773311154693,6.32064452334946
"29",3.31221355257354,NA,NA,NA,NA,NA,1.72344828577058,NA,NA,NA,2.692322207447,NA,NA,1.42857142857143,5.75279280423642,5.92751561575379
"30",9.82877226134714,NA,NA,NA,NA,NA,4.07092032595479,NA,NA,NA,2.70917258542827,NA,NA,1.83673469387755,5.21907011512944,5.53283717475318
"31",4.21256143931541,NA,NA,NA,NA,NA,2.09640111726456,NA,NA,NA,0.583581157435497,NA,NA,2.24489795918367,4.67191517397776,5.18327678597146
"32",7.51084970210283,27.1844859120349,NA,NA,NA,7.34644376763264,3.09917070732982,NA,NA,NA,0.142179756896139,NA,NA,2.6530612244898,4.13601710950906,4.9137939915144
"33",3.81640973250023,12.5702537745599,NA,NA,NA,-0.386493868065298,5.94998409366517,NA,NA,NA,4.3945859170218,NA,NA,3.06122448979592,3.62785819075181,4.74683583338746
"34",6.89438370243083,5.45567550608057,NA,NA,NA,3.6612679200619,NA,NA,NA,NA,3.07728462443841,NA,NA,3.46938775510204,3.16370957780328,4.69528590055347
"35",20.9427984059962,9.86869035568365,NA,NA,NA,3.38518909596074,NA,NA,NA,NA,3.3359115888074,NA,NA,3.87755102040816,2.75984243076076,4.75942561224523
"36",1.09575770333198,12.2188641972972,NA,NA,NA,3.89216801589015,NA,NA,NA,NA,4.53009119850214,NA,NA,4.28571428571429,2.43252790972155,4.92793455418696
"37",19.3879235252907,17.7006288199103,NA,NA,NA,3.69129820529938,NA,NA,NA,NA,6.49016936848747,NA,NA,4.69387755102041,2.19803717478293,5.18303520012175
"38",16.5375003674642,11.3589537148214,NA,NA,NA,2.14610640892077,NA,NA,NA,NA,8.77940227865783,NA,NA,5.10204081632653,2.07264138604218,5.5069649360239
"39",8.96681224469382,7.65144345338768,NA,NA,NA,7.49652237197569,NA,NA,NA,NA,5.54101025121164,NA,NA,5.51020408163265,2.0726117035966,5.88711035187271
"40",5.28275630253483,11.7239286636212,NA,NA,NA,4.41734770027746,NA,NA,NA,NA,NA,-0.271895923125165,NA,5.91836734693878,2.21421928754347,6.31900618029771
"41",16.3570756548716,16.0319926974415,NA,NA,NA,3.8942681395492,NA,NA,NA,NA,NA,-1.10506497701236,NA,6.3265306122449,2.51373529798007,6.80763209464075
"42",15.9815245221767,14.3721346264706,NA,NA,NA,6.3404978326041,NA,NA,NA,NA,NA,0.365536531139413,2.36528880846114,6.73469387755102,2.98743089500369,7.36755352723995
"43",14.0130315772273,13.5475586237861,NA,NA,NA,5.68738418640429,NA,NA,NA,NA,NA,NA,2.51290090267179,7.14285714285714,3.65157723871163,8.02212094732697
"44",10.7228944977274,23.5443207405974,NA,NA,NA,2.94715979940848,NA,NA,NA,NA,NA,NA,1.47025079671097,7.55102040816326,4.52244548920117,8.80172837613693
"45",13.7772300081659,NA,NA,NA,NA,7.69553266077826,NA,NA,NA,NA,NA,NA,3.54173351454014,7.95918367346939,5.61630680656959,9.74122717595384
"46",13.877504191862,NA,NA,NA,NA,10.2797832593577,NA,14.245648523609,NA,NA,NA,NA,3.01240613082494,8.36734693877551,6.94943235091419,10.8769069497614
"47",11.8190733659872,NA,NA,NA,NA,14.4304992219375,9.47420398641868,9.31065221385563,NA,NA,NA,NA,5.20033833015617,8.77551020408163,8.53809328233224,12.2437174191398
"48",10.4356690334239,NA,NA,NA,NA,12.1061361976229,2.9789639188951,5.74612692977214,NA,NA,NA,NA,3.94884974504702,9.18367346938776,10.398560760921,13.873353029852
"49",13.4580748051983,NA,NA,NA,NA,40.8206062252304,7.99522159813935,8.82577075642758,NA,NA,NA,NA,5.5217488820812,9.59183673469388,12.5471059467779,15.7934543271791
"50",13.7640735925848,NA,NA,NA,NA,NA,11.1241560948059,8.96711226115468,NA,NA,NA,NA,9.35778207771891,10,15,18.0277563773199
