"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","x","y","r"
"1",NA,2.82335893800785,NA,NA,4.88165394781871,NA,NA,NA,NA,NA,11.0111702422655,NA,NA,-4,0,4
"2",NA,1.7979424491357,NA,NA,1.29427825100516,NA,NA,NA,NA,NA,5.38999691176373,NA,NA,-3.72413793103448,0.117320650019818,3.72598543532994
"3",NA,1.89585361630293,NA,NA,3.36556932537554,NA,NA,NA,NA,NA,10.1713862777481,NA,NA,-3.44827586206897,0.285374554102259,3.46006431400581
"4",NA,3.67711675208969,NA,NA,2.80334446325949,NA,NA,NA,NA,NA,6.37157752304742,NA,NA,-3.17241379310345,0.504161712247325,3.21222482195272
"5",NA,-0.274687749742142,NA,NA,3.31825816780086,NA,NA,NA,NA,NA,6.09219913260439,NA,NA,-2.89655172413793,0.773682124455014,2.99809871757213
"6",NA,2.82895089777686,NA,NA,3.91828594893907,NA,NA,NA,NA,NA,3.54426776635796,NA,NA,-2.62068965517241,1.09393579072533,2.83984326732261
"7",NA,4.41105896266506,NA,NA,1.31225073844246,NA,NA,NA,NA,NA,4.66310058525223,NA,NA,-2.3448275862069,1.46492271105826,2.76481734630177
"8",NA,2.24122220888589,NA,NA,2.30322781697389,NA,NA,NA,NA,NA,5.12825299923027,NA,NA,-2.06896551724138,1.88664288545382,2.80000708727093
"9",NA,5.46292928552831,NA,NA,1.73593885683715,NA,NA,NA,NA,NA,3.2088991934098,NA,NA,-1.79310344827586,2.35909631391201,2.96320019481169
"10",1.04223896271551,3.51856006439434,NA,NA,4.86532730407241,NA,NA,NA,NA,NA,5.74654710532614,NA,NA,-1.51724137931034,2.88228299643282,3.25723451329764
"11",2.14569896482158,4.9897407782957,NA,NA,-0.528100136541272,NA,NA,NA,NA,NA,10.9025952355983,NA,NA,-1.24137931034483,3.45620293301625,3.67237815404982
"12",5.03995827890278,NA,NA,NA,4.40342067227489,NA,3.61304208561118,NA,NA,NA,3.30732164190585,NA,NA,-0.96551724137931,4.08085612366231,4.19352003040797
"13",5.206943830188,NA,NA,NA,NA,NA,2.44100897335403,NA,NA,NA,8.09865935949658,NA,NA,-0.689655172413793,4.75624256837099,4.80598248290829
"14",5.67300445164139,NA,NA,NA,NA,NA,2.96960753031583,NA,NA,NA,5.23683924147181,NA,NA,-0.413793103448276,5.48236226714229,5.49795605299341
"15",4.61879113180234,NA,NA,NA,NA,NA,3.15657568164607,NA,NA,11.5948029617963,5.97272880889559,NA,NA,-0.137931034482759,6.25921521997622,6.26073479235907
"16",2.78037258304963,NA,NA,NA,NA,NA,3.20834279553014,0.104558553541841,NA,4.10058088098748,11.1476280583967,NA,NA,0.137931034482759,7.08680142687277,7.088143581658
"17",5.67988999736317,NA,NA,NA,NA,NA,7.96393428772873,-0.0680136686560654,NA,3.42541133920937,NA,NA,NA,0.413793103448276,7.96512088783195,7.97586205310988
"18",6.81839559730807,NA,NA,NA,NA,NA,3.99486050443398,1.67289977368483,NA,0.149206180797462,NA,NA,NA,0.689655172413793,8.89417360285374,8.92087150084214
"19",8.84564574988094,NA,NA,NA,NA,NA,1.62953971663208,1.42423554099428,NA,3.19793302742336,NA,NA,NA,0.96551724137931,9.87395957193817,9.92105343054205
"20",6.35054229742975,NA,NA,NA,NA,NA,6.95566141168746,0.602447833531034,NA,5.01845973934292,NA,NA,NA,1.24137931034483,10.9044787950852,10.9749114066864
"21",9.29339345495013,NA,NA,NA,NA,NA,2.47289347044309,1.56399675355193,NA,2.82771489696348,NA,NA,NA,1.51724137931035,11.9857312722949,12.0813813587172
"22",6.02771541098251,NA,NA,NA,NA,NA,7.45787143968618,2.68289914243416,NA,3.02029826514975,NA,NA,NA,1.79310344827586,13.1177170035672,13.2397023894759
"23",8.47248086011055,NA,NA,NA,NA,NA,9.69786138973173,5.24550775972143,NA,5.19625522146765,NA,NA,NA,2.06896551724138,14.3004359889021,14.4493282814192
"24",10.0642160936953,NA,NA,NA,NA,NA,12.6844645187168,9.85463775407977,NA,10.852205487736,NA,NA,NA,2.3448275862069,15.5338882282996,15.709866323376
"25",9.81316131418339,NA,NA,NA,NA,NA,9.47865632860109,7.6088669105997,NA,9.47757346925667,NA,NA,NA,2.62068965517241,16.8180737217598,17.0210345742929
"26",10.277732471477,NA,NA,NA,NA,NA,5.51069537889985,9.06918397319281,NA,14.2314916988017,NA,NA,NA,2.89655172413793,18.1529924692826,18.3826316799428
"27",14.7223382607604,NA,NA,NA,NA,NA,12.4136752237294,10.4604188797739,NA,3.5317257524884,NA,NA,NA,3.17241379310345,19.538644470868,19.7945153270711
"28",15.3218155787446,NA,NA,NA,NA,NA,10.5728829751952,10.1814564002096,NA,16.083222402478,NA,NA,34.1524166674725,3.44827586206897,20.975029726516,21.2565867073987
"29",14.862749813413,NA,NA,NA,NA,NA,13.468344847395,17.3669974092702,NA,11.9979821139188,NA,NA,41.9626646072618,3.72413793103448,22.4621482362267,22.7687792100409
"30",9.66776992412052,NA,NA,NA,NA,NA,18.0977607673319,10.5304902770576,NA,22.2586485118708,NA,NA,34.7880483152501,4,24,24.3310501211929
